index,paths,label,bbox,width,height,dataset
1242,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_SSMP2250_LVP1M_id42_s0_152.png,0,"[{'id': 0, 'bbox': (96, 154, 339, 339), 'score': [0.889991819858551], 'center': (265, 323)}]",593,593,LCC_FASD
2418,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_AV203H_LEREELE3_id43_s1_75.png,0,"[{'id': 0, 'bbox': (87, 112, 236, 236), 'score': [0.8943879008293152], 'center': (205, 230)}]",391,391,LCC_FASD
169,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id115_s0_105.png,1,"[{'id': 0, 'bbox': (86, 100, 268, 268), 'score': [0.9130101203918457], 'center': (220, 234)}]",436,436,LCC_FASD
199,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id116_s0_120.png,1,"[{'id': 0, 'bbox': (30, 71, 216, 216), 'score': [0.9132330417633057], 'center': (138, 179)}]",280,280,LCC_FASD
910,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_X014D_id12_s0_30.png,0,"[{'id': 0, 'bbox': (88, 103, 228, 228), 'score': [0.8907570242881775], 'center': (202, 217)}]",408,408,LCC_FASD
1681,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1312.png,0,"[{'id': 0, 'bbox': (106, 116, 332, 332), 'score': [0.8123440742492676], 'center': (272, 282)}]",482,482,LCC_FASD
2160,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_LGFIPS235VBN_SMA500F_id43_s0_49.png,0,"[{'id': 0, 'bbox': (67, 191, 571, 571), 'score': [0.8956807255744934], 'center': (352, 476)}]",813,813,LCC_FASD
293,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id122_s0_60.png,1,"[{'id': 0, 'bbox': (138, 171, 458, 458), 'score': [0.9132252931594849], 'center': (367, 400)}]",736,736,LCC_FASD
344,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id42_s0_120.png,1,"[{'id': 0, 'bbox': (193, 222, 527, 527), 'score': [0.9452739953994751], 'center': (456, 485)}]",894,894,LCC_FASD
1155,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_SRV508_IPHONE5SF_id39_s1_114.png,0,"[{'id': 0, 'bbox': (42, 56, 146, 146), 'score': [0.8904535174369812], 'center': (115, 129)}]",230,230,LCC_FASD
1767,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1398.png,0,"[{'id': 0, 'bbox': (96, 100, 265, 265), 'score': [0.8887736201286316], 'center': (228, 232)}]",433,433,LCC_FASD
65,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1689.png,0,"[{'id': 0, 'bbox': (27, 30, 107, 107), 'score': [0.8908872008323669], 'center': (80, 83)}]",145,145,LCC_FASD
2229,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_AAR7_IPHONE4S_id43_s1_107.png,0,"[{'id': 0, 'bbox': (147, 219, 529, 529), 'score': [0.906606912612915], 'center': (411, 483)}]",825,825,LCC_FASD
2787,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_HPPEXP_IPHONE5SB_id43_s0_76.png,0,"[{'id': 0, 'bbox': (153, 138, 360, 360), 'score': [0.6718259453773499], 'center': (333, 318)}, {'id': 1, 'bbox': (318, 125, 203, 203), 'score': [0.6127879619598389], 'center': (419, 226)}]",713,713,LCC_FASD
339,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id39_s1_60.png,1,"[{'id': 0, 'bbox': (125, 129, 350, 350), 'score': [0.9334530830383301], 'center': (300, 304)}]",574,574,LCC_FASD
2643,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_HP15AC113UR_GZS5001_id48_s0_15.png,0,"[{'id': 0, 'bbox': (52, 83, 216, 216), 'score': [0.8796902298927307], 'center': (160, 191)}]",319,319,LCC_FASD
248,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id119_s0_120.png,1,"[{'id': 0, 'bbox': (79, 118, 309, 309), 'score': [0.8934087753295898], 'center': (233, 272)}]",480,480,LCC_FASD
1961,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_NEC90GX2_ZC554KL_id0_s0_45.png,0,"[{'id': 0, 'bbox': (77, 124, 305, 305), 'score': [0.8777762055397034], 'center': (229, 276)}]",454,454,LCC_FASD
2408,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_AV203H_LEREELE3_id43_s0_91.png,0,"[{'id': 0, 'bbox': (74, 107, 262, 262), 'score': [0.8649805188179016], 'center': (205, 238)}]",417,417,LCC_FASD
2795,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_HPPEXP_IPHONE5SB_id43_s1_60.png,0,"[{'id': 0, 'bbox': (116, 121, 408, 408), 'score': [0.7726359367370605], 'center': (320, 325)}]",613,613,LCC_FASD
2976,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1609.png,0,"[{'id': 0, 'bbox': (115, 157, 469, 469), 'score': [0.8923129439353943], 'center': (349, 391)}]",709,709,LCC_FASD
2200,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_MBP1314_IPHONE8B_id39_s1_45.png,0,"[{'id': 0, 'bbox': (110, 110, 333, 333), 'score': [0.9315950274467468], 'center': (276, 276)}]",534,534,LCC_FASD
963,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_PBLS11HR_HONOR9L_id42_s0_105.png,0,"[{'id': 0, 'bbox': (117, 141, 362, 362), 'score': [0.9409616589546204], 'center': (298, 322)}]",600,600,LCC_FASD
995,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_PBQ5WTS_ZTEBA2_id43_s1_105.png,0,"[{'id': 0, 'bbox': (56, 83, 180, 180), 'score': [0.9040380716323853], 'center': (146, 173)}]",286,286,LCC_FASD
2359,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_ASM710N_MEIZUM2MINI_id43_s1_91.png,0,"[{'id': 0, 'bbox': (89, 121, 308, 308), 'score': [0.8840755224227905], 'center': (243, 275)}]",474,474,LCC_FASD
206,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1841.png,0,"[{'id': 0, 'bbox': (120, 127, 338, 338), 'score': [0.8976214528083801], 'center': (289, 296)}]",551,551,LCC_FASD
2830,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_IIYAMAGB_GZS4020_id29_s0_90.png,0,"[{'id': 0, 'bbox': (119, 145, 391, 391), 'score': [0.8867296576499939], 'center': (314, 340)}]",615,615,LCC_FASD
1821,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1452.png,0,"[{'id': 0, 'bbox': (19, 23, 69, 69), 'score': [0.929012656211853], 'center': (53, 57)}]",99,99,LCC_FASD
1766,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1397.png,0,"[{'id': 0, 'bbox': (136, 129, 300, 300), 'score': [0.9302462339401245], 'center': (286, 279)}]",529,529,LCC_FASD
2460,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_90.png,0,"[{'id': 0, 'bbox': (118, 160, 482, 482), 'score': [0.9169861674308777], 'center': (359, 401)}]",711,711,LCC_FASD
1980,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_NEC90GX2_ZC554KL_id0_s2_120.png,0,"[{'id': 0, 'bbox': (91, 130, 303, 303), 'score': [0.9018834233283997], 'center': (242, 281)}]",471,471,LCC_FASD
207,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id116_s0_30.png,1,"[{'id': 0, 'bbox': (20, 48, 217, 217), 'score': [0.9250491261482239], 'center': (128, 156)}]",250,250,LCC_FASD
495,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE6F_id9_s0_105.png,0,"[{'id': 0, 'bbox': (67, 93, 267, 267), 'score': [0.9472163915634155], 'center': (200, 226)}]",409,409,LCC_FASD
885,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE8F_id9_s1_41.png,0,"[{'id': 0, 'bbox': (60, 146, 412, 412), 'score': [0.8954841494560242], 'center': (266, 352)}]",586,586,LCC_FASD
2200,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_AA6000_HUAWEIY9_id42_s0_15.png,0,"[{'id': 0, 'bbox': (116, 125, 325, 325), 'score': [0.9345859289169312], 'center': (278, 287)}]",532,532,LCC_FASD
204,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1839.png,0,"[{'id': 0, 'bbox': (109, 126, 338, 338), 'score': [0.8903191089630127], 'center': (278, 295)}]",542,542,LCC_FASD
1169,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_SRV508_IPHONE5SF_id42_s0_51.png,0,"[{'id': 0, 'bbox': (87, 103, 233, 233), 'score': [0.9319310784339905], 'center': (203, 219)}]",401,401,LCC_FASD
2267,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_MSIGS60_SGJ5_id42_s0_135.png,0,"[{'id': 0, 'bbox': (170, 205, 494, 494), 'score': [0.9124560356140137], 'center': (417, 452)}]",798,798,LCC_FASD
2357,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_ASM710N_MEIZUM2MINI_id43_s1_61.png,0,"[{'id': 0, 'bbox': (94, 136, 265, 265), 'score': [0.8914774060249329], 'center': (226, 268)}]",438,438,LCC_FASD
164,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/UNKNOWN_id152_s0_30.png,1,"[{'id': 0, 'bbox': (104, 105, 297, 297), 'score': [0.9328099489212036], 'center': (252, 253)}]",464,464,LCC_FASD
2903,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_IIYAMAXU_MOTOMC_S0_id43_s1_91.png,0,"[{'id': 0, 'bbox': (97, 147, 367, 367), 'score': [0.8904325366020203], 'center': (280, 330)}]",551,551,LCC_FASD
231,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id117_s0_15.png,1,"[{'id': 0, 'bbox': (77, 148, 509, 509), 'score': [0.8650042414665222], 'center': (331, 402)}]",640,640,LCC_FASD
666,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE7B_id5_s0_15.png,0,"[{'id': 0, 'bbox': (183, 155, 501, 501), 'score': [0.9439695477485657], 'center': (433, 405)}]",782,782,LCC_FASD
574,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE6SF_id5_s0_105.png,0,"[{'id': 0, 'bbox': (107, 96, 284, 284), 'score': [0.9383909702301025], 'center': (249, 238)}]",452,452,LCC_FASD
1962,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_IIYAMAXU_MOTOMC_S1_id48_s0_150.png,0,"[{'id': 0, 'bbox': (56, 95, 261, 261), 'score': [0.8396497368812561], 'center': (186, 225)}]",387,387,LCC_FASD
87,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/FT720P_id5_s0_75.png,1,"[{'id': 0, 'bbox': (117, 98, 311, 311), 'score': [0.9426860809326172], 'center': (272, 253)}]",488,488,LCC_FASD
136,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/MSIGT72_id164_s0_75.png,1,"[{'id': 0, 'bbox': (161, 194, 549, 548), 'score': [0.9101591110229492], 'center': (435, 468)}]",874,874,LCC_FASD
1788,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1419.png,0,"[{'id': 0, 'bbox': (92, 165, 515, 515), 'score': [0.8300908803939819], 'center': (349, 422)}]",768,768,LCC_FASD
2321,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_AEME725_HONOR6CP_id48_s0_90.png,0,"[{'id': 0, 'bbox': (59, 80, 259, 259), 'score': [0.9131677150726318], 'center': (188, 209)}]",374,374,LCC_FASD
170,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id115_s0_120.png,1,"[{'id': 0, 'bbox': (88, 107, 274, 273), 'score': [0.9154760837554932], 'center': (225, 243)}]",445,445,LCC_FASD
2256,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_MBP1314_IPHONE8F_id48_s0_75.png,0,"[{'id': 0, 'bbox': (100, 130, 332, 332), 'score': [0.9232630133628845], 'center': (266, 296)}]",519,519,LCC_FASD
2558,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_DIGUNKNOWN_IPHONE5SF_id42_s0_45.png,0,"[{'id': 0, 'bbox': (124, 122, 269, 269), 'score': [0.9133449196815491], 'center': (258, 256)}]",489,489,LCC_FASD
1235,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_SSMP2250_LVP1M_id39_s1_30.png,0,"[{'id': 0, 'bbox': (70, 76, 215, 215), 'score': [0.9507538676261902], 'center': (177, 183)}]",356,356,LCC_FASD
2148,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_LGFE2240_SDGTS6102_id48_s1_77.png,0,"[{'id': 0, 'bbox': (29, 39, 114, 114), 'score': [0.8784992098808289], 'center': (86, 96)}]",171,171,LCC_FASD
40,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/FT720P_id0_s3_107.png,1,"[{'id': 0, 'bbox': (50, 97, 275, 275), 'score': [0.8530482053756714], 'center': (187, 234)}]",366,366,LCC_FASD
2130,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_SSM2433_S4508_id12_s0_120.png,0,"[{'id': 0, 'bbox': (89, 98, 258, 258), 'score': [0.9163963794708252], 'center': (218, 227)}]",418,418,LCC_FASD
642,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE7B_id12_s0_90.png,0,"[{'id': 0, 'bbox': (179, 197, 488, 488), 'score': [0.934485673904419], 'center': (423, 441)}]",839,839,LCC_FASD
111,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1735.png,0,"[{'id': 0, 'bbox': (84, 90, 192, 192), 'score': [0.9303535223007202], 'center': (180, 186)}]",340,340,LCC_FASD
454,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE6F_id0_s3_90.png,0,"[{'id': 0, 'bbox': (42, 96, 272, 272), 'score': [0.831215500831604], 'center': (178, 232)}]",353,353,LCC_FASD
119,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1743.png,0,"[{'id': 0, 'bbox': (59, 73, 189, 189), 'score': [0.8730810284614563], 'center': (153, 167)}]",289,289,LCC_FASD
1466,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1097.png,0,"[{'id': 0, 'bbox': (112, 140, 304, 304), 'score': [0.9044909477233887], 'center': (264, 292)}]",523,523,LCC_FASD
2507,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_BQXL2420_NEXUS5_id48_s1_150.png,0,"[{'id': 0, 'bbox': (118, 155, 388, 388), 'score': [0.8531269431114197], 'center': (312, 349)}]",614,614,LCC_FASD
1332,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_VSVA2231WA_MEIZUM3S_id48_s0_30.png,0,"[{'id': 0, 'bbox': (70, 97, 436, 435), 'score': [0.9095979332923889], 'center': (288, 314)}]",570,570,LCC_FASD
1945,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_X014D_id5_s1_90.png,0,"[{'id': 0, 'bbox': (57, 72, 205, 205), 'score': [0.8957518935203552], 'center': (159, 174)}]",302,302,LCC_FASD
2260,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_ACER5820TG_REDMI4A_id42_s0_150.png,0,"[{'id': 0, 'bbox': (108, 124, 290, 290), 'score': [0.9017122983932495], 'center': (253, 269)}]",489,489,LCC_FASD
1354,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_VX2363SMHL_LGL90_id43_s1_150.png,0,"[{'id': 0, 'bbox': (101, 129, 279, 279), 'score': [0.8711341619491577], 'center': (240, 268)}]",463,463,LCC_FASD
869,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE8F_id5_s1_75.png,0,"[{'id': 0, 'bbox': (101, 121, 340, 340), 'score': [0.90638267993927], 'center': (271, 291)}]",506,506,LCC_FASD
45,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1669.png,0,"[{'id': 0, 'bbox': (124, 128, 441, 441), 'score': [0.9062411189079285], 'center': (344, 348)}]",669,669,LCC_FASD
2111,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_SSM2433_S4508_id0_s2_15.png,0,"[{'id': 0, 'bbox': (73, 95, 247, 247), 'score': [0.8871843814849854], 'center': (196, 218)}]",383,383,LCC_FASD
888,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_X014D_id0_s0_150.png,0,"[{'id': 0, 'bbox': (58, 85, 210, 210), 'score': [0.8411934971809387], 'center': (163, 190)}]",320,320,LCC_FASD
645,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE7B_id12_s1_135.png,0,"[{'id': 0, 'bbox': (168, 193, 499, 499), 'score': [0.9139907360076904], 'center': (417, 442)}]",799,799,LCC_FASD
538,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE6SF_id0_s3_159.png,0,"[{'id': 0, 'bbox': (52, 99, 261, 261), 'score': [0.8159468770027161], 'center': (182, 229)}]",349,349,LCC_FASD
1315,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_TP300LA_SGS7E_id48_s1_75.png,0,"[{'id': 0, 'bbox': (46, 71, 242, 242), 'score': [0.860372006893158], 'center': (167, 192)}]",318,318,LCC_FASD
2169,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_SSM2433_S4508_id5_s1_105.png,0,"[{'id': 0, 'bbox': (72, 85, 253, 253), 'score': [0.9035148024559021], 'center': (198, 211)}]",370,370,LCC_FASD
386,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_IIYAMAGB_IPHONE5SB_id0_s0_30.png,0,"[{'id': 0, 'bbox': (97, 154, 413, 413), 'score': [0.8989555239677429], 'center': (303, 360)}]",599,599,LCC_FASD
136,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/MSIGT72_id164_s0_75.png,1,"[{'id': 0, 'bbox': (161, 194, 549, 548), 'score': [0.9101591110229492], 'center': (435, 468)}]",874,874,LCC_FASD
56,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1680.png,0,"[{'id': 0, 'bbox': (65, 97, 259, 259), 'score': [0.9299627542495728], 'center': (194, 226)}]",409,409,LCC_FASD
72,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/FT720P_id12_s2_135.png,1,"[{'id': 0, 'bbox': (104, 114, 297, 297), 'score': [0.9374884366989136], 'center': (252, 262)}]",488,488,LCC_FASD
797,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE8F_id0_s1_30.png,0,"[{'id': 0, 'bbox': (68, 140, 386, 386), 'score': [0.8776564002037048], 'center': (261, 333)}]",512,512,LCC_FASD
1276,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_TFT22W90PS_SA5100_id43_s1_75.png,0,"[{'id': 0, 'bbox': (165, 214, 476, 476), 'score': [0.8874679803848267], 'center': (403, 452)}]",774,774,LCC_FASD
2118,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_SSM2433_S4508_id0_s2_90.png,0,"[{'id': 0, 'bbox': (72, 102, 232, 232), 'score': [0.8980352878570557], 'center': (188, 218)}]",364,364,LCC_FASD
861,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE8F_id5_s0_90.png,0,"[{'id': 0, 'bbox': (142, 121, 385, 385), 'score': [0.9325276017189026], 'center': (334, 313)}]",600,600,LCC_FASD
1538,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1169.png,0,"[{'id': 0, 'bbox': (150, 149, 410, 410), 'score': [0.910779595375061], 'center': (355, 354)}]",645,645,LCC_FASD
464,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE6F_id12_s0_90.png,0,"[{'id': 0, 'bbox': (109, 118, 290, 290), 'score': [0.9241237640380859], 'center': (254, 263)}]",497,497,LCC_FASD
1520,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1151.png,0,"[{'id': 0, 'bbox': (126, 150, 416, 416), 'score': [0.8408745527267456], 'center': (334, 358)}]",638,638,LCC_FASD
247,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id119_s0_105.png,1,"[{'id': 0, 'bbox': (91, 123, 310, 310), 'score': [0.8921701312065125], 'center': (246, 278)}]",494,494,LCC_FASD
1971,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_IIYAMAXU_MOTOMC_S1_id48_s1_15.png,0,"[{'id': 0, 'bbox': (104, 111, 306, 306), 'score': [0.8842571377754211], 'center': (257, 264)}]",496,496,LCC_FASD
636,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE7B_id12_s0_135.png,0,"[{'id': 0, 'bbox': (177, 186, 497, 497), 'score': [0.9335722923278809], 'center': (425, 434)}]",838,838,LCC_FASD
366,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id48_s0_15.png,1,"[{'id': 0, 'bbox': (74, 108, 284, 284), 'score': [0.9134175777435303], 'center': (216, 250)}]",425,425,LCC_FASD
484,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE6F_id12_s2_90.png,0,"[{'id': 0, 'bbox': (101, 112, 278, 278), 'score': [0.9220207929611206], 'center': (240, 251)}]",462,462,LCC_FASD
110,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/IPHONE8B_id81_s0_105.png,1,"[{'id': 0, 'bbox': (55, 115, 369, 369), 'score': [0.9317898750305176], 'center': (239, 299)}]",480,480,LCC_FASD
2939,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1572.png,0,"[{'id': 0, 'bbox': (122, 184, 547, 547), 'score': [0.8867584466934204], 'center': (395, 457)}]",795,795,LCC_FASD
166,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/UNKNOWN_id152_s0_90.png,1,"[{'id': 0, 'bbox': (79, 92, 265, 265), 'score': [0.907113254070282], 'center': (211, 224)}]",406,406,LCC_FASD
174,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id115_s0_90.png,1,"[{'id': 0, 'bbox': (88, 109, 274, 274), 'score': [0.9048585295677185], 'center': (225, 246)}]",443,440,LCC_FASD
371,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id48_s0_75.png,1,"[{'id': 0, 'bbox': (93, 118, 309, 309), 'score': [0.9070605039596558], 'center': (247, 272)}]",479,479,LCC_FASD
2430,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_AVC239H_REDMI4X_id48_s1_75.png,0,"[{'id': 0, 'bbox': (43, 55, 143, 143), 'score': [0.8719457387924194], 'center': (114, 126)}]",223,223,LCC_FASD
724,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE7F_id12_s0_120.png,0,"[{'id': 0, 'bbox': (155, 162, 405, 405), 'score': [0.9303315281867981], 'center': (357, 364)}]",694,694,LCC_FASD
392,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_IIYAMAGB_IPHONE5SB_id0_s0_60.png,0,"[{'id': 0, 'bbox': (96, 155, 427, 427), 'score': [0.8835312724113464], 'center': (309, 368)}]",613,613,LCC_FASD
1055,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_S300U1A_HUAWEIY3II_id39_s1_122.png,0,"[{'id': 0, 'bbox': (66, 81, 202, 202), 'score': [0.9363137483596802], 'center': (167, 182)}]",329,329,LCC_FASD
